id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
2725,p,6.98,c,e,y,t,x,c,r,7.48,12.48,,,w,,,f,f,,d,a
2726,p,0.85,b,t,y,f,,c,g,3.75,2.64,,,n,,,t,f,,m,u
2727,p,3.58,b,y,e,f,e,c,w,4.41,3.48,,k,w,,,t,e,,m,u
2728,p,6.27,s,d,n,t,d,c,n,5.89,6.1,,,n,,,f,f,,d,a
2729,e,5.7,b,h,k,f,s,d,g,4.71,9.59,,s,g,,,f,f,,d,u
2730,e,5.25,f,h,o,f,a,d,y,7.11,5.24,,s,o,,,f,f,,d,s
2731,p,6.0,f,k,y,f,p,,n,3.77,5.39,,k,n,,,t,f,,d,u
2732,e,7.18,x,s,n,f,e,c,p,7.09,10.28,,i,w,,,f,f,p,d,u
2733,e,7.61,x,y,w,f,e,c,p,3.96,10.98,,,w,,w,t,e,,m,u
2734,p,8.26,b,y,w,f,,,k,14.72,16.99,,,w,,,f,f,,d,a
2735,e,7.41,x,y,n,f,e,c,p,5.53,9.94,,y,n,,,f,f,,d,a
2736,p,9.32,x,e,n,f,a,,n,10.3,14.33,s,,n,,e,f,f,,h,a
2737,e,4.62,x,y,g,f,s,,g,3.72,7.48,,,w,,,f,f,,d,a
2738,p,3.26,f,t,y,f,a,,y,5.28,6.65,,t,o,,,f,f,,g,a
2739,p,4.64,c,k,w,t,x,c,y,5.71,10.67,,,w,,,f,f,,d,a
2740,p,3.7,f,t,n,f,x,c,p,5.97,4.7,,i,n,,,f,f,,m,a
2741,p,5.89,s,d,y,f,d,c,o,3.43,6.43,,,y,,,f,f,,h,u
2742,p,7.99,p,y,n,f,,,k,12.62,18.37,,,w,,,f,f,,d,a
2743,p,6.29,b,s,g,f,,,w,11.81,12.16,,s,w,,,t,z,,g,s
2744,e,4.23,x,h,n,f,a,c,w,5.22,5.32,,y,n,,,t,r,,d,w
2745,p,6.41,b,d,n,f,a,c,y,5.54,6.86,,i,n,,,t,,,d,u
2746,p,2.6,b,y,p,f,e,c,n,3.43,3.45,,k,y,,,t,e,,d,u
2747,p,7.31,p,g,n,f,e,,w,7.99,15.09,,y,w,u,w,t,p,,d,u
2748,p,7.59,x,i,n,f,a,,n,10.04,13.56,s,,n,,n,f,f,,d,a
2749,e,8.02,s,l,w,f,d,,p,3.8,10.39,,,w,,,f,f,,d,u
2750,p,5.99,x,,e,f,,c,w,3.47,12.23,,,y,,,f,f,,d,a
2751,e,8.6,x,,g,t,p,,g,11.43,24.42,,,w,,,f,f,,d,u
2752,e,9.28,x,i,n,t,e,,p,8.17,18.21,,y,w,,,t,p,,d,a
2753,e,9.36,x,e,y,f,x,c,w,7.19,18.48,,,w,,,f,f,,d,a
2754,p,15.15,f,t,n,t,d,c,w,6.12,24.85,,,g,,,f,f,,l,a
2755,p,5.76,s,,y,t,d,,o,4.21,11.95,,,w,,,t,f,,d,u
2756,p,15.16,x,d,w,t,d,d,n,6.37,32.68,,,w,,,f,f,,d,u
2757,e,4.74,x,s,o,f,p,,n,4.8,11.56,,,e,,,f,f,,d,a
2758,p,5.96,c,k,w,t,x,c,y,7.18,12.72,,,w,,,f,f,,d,a
2759,e,4.92,x,h,n,f,p,,n,5.93,11.78,,,n,,,f,f,,d,a
2760,p,1.64,f,t,n,f,,,n,7.23,3.15,,,n,,,f,f,,g,u
2761,e,7.28,x,l,w,f,d,,p,3.94,10.01,,,w,,,f,f,,g,u
2762,p,1.96,b,,n,f,a,,g,4.91,1.99,,s,n,,,f,f,,d,u
2763,e,6.09,f,h,g,f,s,d,w,5.32,10.43,,s,g,,,f,f,,d,a
2764,e,9.65,x,d,n,t,p,,y,8.51,16.87,,,y,,,f,f,,d,a
2765,e,7.69,p,,g,f,s,c,p,6.96,19.09,b,,u,,,f,f,,d,w
2766,e,7.83,p,,g,f,a,,w,7.06,14.57,,,w,,,f,f,,g,a
2767,e,7.05,x,y,n,f,e,c,p,4.99,9.89,,y,n,,,f,f,,d,a
2768,p,4.04,f,,n,f,x,c,n,8.46,4.41,,,p,,,f,f,,d,a
2769,p,7.03,p,g,n,f,e,,w,8.06,13.82,,y,w,u,w,t,p,,d,a
2770,e,6.88,o,,n,f,,,w,5.56,25.23,,,n,,,f,f,,d,a
2771,e,3.55,s,,y,f,a,c,y,3.62,8.19,,,w,,,f,f,,d,a
2772,e,8.25,f,y,w,f,e,c,p,18.35,12.0,,s,w,,,t,e,,g,a
2773,e,11.34,s,t,p,t,d,c,o,5.79,17.57,,,w,,,f,f,,d,u
2774,p,5.66,x,,w,f,,c,w,3.5,12.04,,,y,,,f,f,,d,a
2775,e,8.03,x,,e,f,x,c,w,6.01,16.88,,s,w,,,f,f,,d,u
2776,e,7.17,s,d,b,f,d,d,o,6.15,12.81,,,w,,,f,f,,g,w
2777,p,3.09,f,d,r,f,a,,r,4.94,5.88,,t,r,,,f,f,,g,u
2778,e,1.68,f,w,n,f,,d,k,5.33,2.61,,,w,,,f,f,,g,a
2779,p,3.27,x,t,o,f,a,c,y,5.08,5.71,,g,o,,,f,f,,g,a
2780,e,1.55,f,w,g,f,,d,g,5.21,2.5,,,w,,,f,f,,d,u
2781,p,3.98,f,l,y,f,x,d,e,5.37,5.38,,,y,,,f,f,,l,a
2782,p,5.26,s,k,y,f,p,,n,3.59,5.29,,k,n,,,t,f,,d,a
2783,p,3.47,f,t,p,f,a,,r,5.06,6.09,,t,r,,,f,f,,d,a
2784,e,10.68,x,y,n,t,e,,w,9.1,17.22,,,w,,,t,,,d,u
2785,p,1.57,b,h,n,f,a,,n,4.75,1.67,,t,n,,,f,f,,d,s
2786,e,6.22,p,y,w,f,e,c,p,5.37,12.67,,,w,,w,t,e,,m,a
2787,p,2.66,b,w,p,f,a,,r,5.39,6.29,,t,r,,,f,f,,d,a
2788,e,2.33,x,,y,f,a,c,o,2.81,8.65,,,w,,,f,f,,d,a
2789,e,2.56,s,y,n,f,d,d,p,6.19,3.78,,i,n,,,f,f,,h,u
2790,p,8.77,s,t,p,t,d,c,p,6.73,10.33,,,p,,,t,f,,d,u
2791,p,2.88,x,s,g,f,d,c,w,3.6,8.19,,,w,,,f,f,,g,u
2792,e,6.9,x,,g,f,s,c,p,6.59,19.83,b,,u,,,f,f,,d,a
2793,p,12.16,x,s,n,t,d,c,n,8.34,18.21,,,n,,,f,f,,d,a
2794,e,7.83,p,,n,f,a,,w,7.14,14.62,,,w,,,f,f,,g,u
2795,e,11.69,f,,g,f,s,c,g,8.65,21.07,b,,u,,,f,f,,g,w
2796,p,1.52,x,k,n,f,,,n,3.91,1.53,,,n,,,f,f,,d,w
2797,p,3.35,x,k,n,f,s,,p,3.99,2.75,,,n,,,f,f,p,g,u
2798,p,6.19,f,,y,f,s,d,y,4.78,13.87,,i,y,,,f,f,,d,a
2799,p,1.69,x,,n,f,,,n,4.97,2.48,,s,n,,,f,f,k,g,u
2800,e,9.48,s,s,u,f,a,,n,5.81,18.94,,,p,,,f,f,,d,a
2801,p,4.62,b,d,n,f,a,c,y,5.12,6.15,,i,y,,,t,,,d,a
2802,p,2.17,f,t,y,f,,,n,4.94,2.58,,,y,,,f,f,,g,u
2803,p,7.06,f,t,y,f,x,c,y,5.83,15.94,,,y,,,f,f,,d,a
2804,p,11.61,s,t,r,t,d,c,n,6.0,14.29,,,n,,,f,f,,d,a
2805,p,8.02,p,y,w,f,,,p,15.27,17.14,,,w,,,f,f,,d,a
2806,p,1.97,x,i,k,f,a,,p,3.51,2.57,,,w,,,f,f,p,g,u
2807,e,3.62,x,t,o,f,p,,n,4.88,10.44,,,e,,,f,f,,d,a
2808,e,2.59,x,,b,f,,d,w,6.35,5.95,,,w,,,f,f,,d,a
2809,e,6.38,p,,g,f,f,f,f,6.12,21.56,,,n,,,f,f,,d,a
2810,e,4.2,x,y,n,f,s,,y,5.59,8.27,,,w,,,f,f,,d,u
2811,e,5.73,x,s,n,f,x,c,w,6.89,9.92,,s,n,,,f,f,,l,a
2812,p,3.93,b,t,n,f,x,c,p,6.17,4.43,,i,n,,,f,f,,d,u
2813,e,5.13,f,s,b,f,x,c,w,7.57,10.18,,s,n,,,f,f,,l,s
2814,p,9.36,x,,n,f,x,c,w,9.76,10.75,r,i,w,,,f,f,,h,u
2815,e,5.63,f,h,k,f,s,d,w,3.68,9.95,,s,g,,,f,f,,d,a
2816,e,5.7,f,y,g,f,s,,w,4.35,9.02,,,w,,,f,f,,d,u
2817,p,3.47,b,w,y,f,a,,y,5.39,6.49,,t,y,,,f,f,,d,u
2818,p,0.73,x,g,n,f,a,,p,3.5,0.98,,h,k,,,f,f,,d,u
2819,e,5.54,p,,g,f,f,f,f,5.04,20.09,,,n,,,f,f,,d,s
2820,e,12.06,x,,n,f,e,,w,10.51,15.85,b,,w,u,w,t,g,,d,a
2821,e,5.17,x,,y,f,a,c,w,3.97,10.83,,,g,,,f,f,,d,a
2822,p,7.83,f,,y,f,x,c,n,7.47,12.62,,,w,,,f,f,,d,u
2823,e,13.99,x,s,y,f,d,d,w,8.19,16.48,,i,n,,,t,,w,d,a
2824,p,5.0,c,k,w,t,x,c,p,5.19,13.26,,,w,,,f,f,,g,s
2825,p,5.85,p,s,g,f,,,w,7.15,10.68,,s,w,,,t,z,,d,u
2826,e,7.03,x,,g,t,p,,g,11.07,25.32,,y,w,,,f,f,,d,u
2827,p,5.49,x,,g,f,d,c,w,4.9,8.32,b,,n,,,f,f,,d,a
2828,p,4.44,x,s,r,t,s,d,r,5.49,15.15,r,i,w,,,f,f,,d,u
2829,p,2.37,p,t,n,f,a,c,n,7.22,2.64,,t,y,,,t,e,,m,s
2830,e,5.47,x,h,g,f,a,d,n,5.49,4.98,,t,g,,,t,l,,d,a
2831,e,11.58,x,s,r,f,x,,n,5.86,21.59,,,p,,,f,f,,d,a
2832,p,3.03,f,k,w,f,s,,p,4.32,3.03,,,n,,,f,f,p,g,u
2833,p,3.43,b,t,n,f,,,n,8.21,5.65,,,w,,,t,,k,g,w
2834,p,2.59,x,g,n,f,a,,w,7.85,2.59,,,n,,,f,f,,d,a
2835,e,1.41,x,g,y,f,d,,w,5.52,1.63,,t,y,,,f,f,,g,u
2836,p,5.8,s,,e,t,d,c,b,6.65,6.7,,,n,,,f,f,,d,a
2837,e,5.76,x,h,n,f,x,c,n,5.43,6.06,,s,n,,,t,r,,d,a
2838,e,5.87,f,s,b,f,x,c,w,6.0,11.01,,s,n,,,f,f,,l,w
2839,e,12.73,f,,l,f,d,c,y,2.47,13.54,,,w,,,f,f,,d,a
2840,e,6.45,s,,n,f,d,c,w,5.51,8.14,,s,w,,,f,f,,d,u
2841,e,7.01,s,,n,f,,,w,5.89,22.78,,,n,,,f,f,,d,u
2842,e,5.08,s,w,y,f,f,f,f,3.5,10.48,,,y,,,f,f,,d,a
2843,p,6.86,x,s,r,t,s,d,r,6.34,16.99,r,i,n,,,f,f,,d,u
2844,p,7.65,x,,n,t,x,,u,9.5,21.35,s,,n,,u,f,f,,d,a
2845,e,7.22,x,,w,f,e,,w,6.37,13.4,b,,y,u,w,t,g,,d,a
2846,p,4.99,s,d,o,f,d,c,y,4.31,6.84,,,o,,,f,f,,h,u
2847,e,10.39,f,y,y,f,,,w,7.96,26.69,b,,n,,w,t,e,,d,a
2848,p,1.51,b,h,n,f,a,,n,4.08,1.49,,t,n,,,f,f,,h,u
2849,e,14.25,x,e,g,f,d,c,w,9.46,25.22,,,w,,,f,f,,d,a
2850,p,6.08,x,l,w,f,d,,w,3.63,10.34,,,w,,,f,f,,g,a
2851,e,6.93,x,t,g,f,a,d,n,6.24,5.17,,t,w,,,t,l,,d,u
2852,p,5.92,x,k,n,f,d,,n,5.22,6.44,,i,y,,,t,,,d,a
2853,p,9.41,s,h,g,t,d,,g,4.58,13.03,,,r,,,f,f,,d,a
2854,e,9.81,f,e,b,f,,c,b,4.69,19.87,,,w,,,t,f,,d,a
2855,p,4.44,x,s,y,f,a,c,y,6.23,7.45,,g,o,,,f,f,,g,a
2856,p,6.56,b,t,r,f,s,c,n,6.29,8.56,,y,l,,,t,e,u,d,u
2857,e,7.07,x,d,e,t,p,,r,5.41,11.23,,,e,,,f,f,,d,u
2858,p,0.82,x,g,e,f,a,,p,4.03,1.03,,s,k,,,f,f,,d,u
2859,e,8.61,x,t,n,t,p,,n,6.55,16.03,,,n,,w,t,p,,d,a
2860,p,3.53,x,,w,f,x,c,p,7.69,3.69,,,n,,,f,f,,d,a
2861,p,9.58,s,t,p,t,d,c,p,7.61,13.16,,,p,,,t,f,,d,u
2862,p,9.47,f,,y,f,x,c,y,7.16,18.29,,,w,,,f,f,,d,a
2863,p,4.46,f,l,n,f,x,d,e,6.2,4.85,,,y,,,f,f,,l,u
2864,p,18.8,x,g,e,f,p,,y,5.39,36.51,,,n,,,f,f,,d,w
2865,p,4.35,f,t,n,f,x,c,n,6.19,5.01,,i,g,,,f,f,,m,a
2866,e,4.05,b,g,w,f,x,d,w,4.5,3.16,,,y,,,f,f,,g,a
2867,e,7.35,x,t,y,t,x,c,y,8.22,16.33,,,w,,,f,f,,d,u
2868,p,0.99,x,g,w,f,a,d,w,3.09,1.65,,,n,,,f,f,,g,u
2869,e,11.53,f,,g,f,d,c,y,2.38,14.03,,,w,,,f,f,,d,w
2870,p,6.84,x,s,n,t,s,d,r,5.13,14.65,r,i,n,,,f,f,,d,a
2871,e,7.17,f,s,u,f,a,c,w,4.57,15.22,,,w,,,f,f,,d,a
2872,e,5.61,x,h,n,f,x,c,n,4.63,5.39,,y,n,,,t,r,,d,a
2873,e,2.68,s,y,n,f,d,d,p,8.3,3.78,,i,n,,,f,f,,l,a
2874,e,3.92,b,g,w,f,x,d,w,4.72,3.16,,,y,,,f,f,,g,u
2875,p,3.53,b,t,n,f,,,k,9.84,6.55,,,w,,,t,,k,g,a
2876,e,6.57,s,,u,f,s,c,b,6.38,18.34,,,b,,,f,f,,l,a
2877,p,2.97,b,w,p,f,a,,y,5.64,7.42,,t,y,,,f,f,,m,u
2878,e,6.57,f,s,b,f,x,c,w,6.37,9.56,,s,n,,,f,f,,l,w
2879,p,1.38,x,,n,f,,,k,4.71,2.48,,s,n,,,f,f,k,g,a
2880,p,3.98,x,t,y,f,a,c,y,5.81,6.92,,g,o,,,f,f,,g,a
2881,p,5.89,f,,g,f,d,c,w,5.3,9.76,b,,n,,,f,f,,l,w
2882,e,3.34,f,s,w,f,d,d,w,3.14,5.94,,,w,,,f,f,,g,u
2883,p,1.59,x,g,y,f,d,d,n,1.98,2.51,,s,n,,,f,f,,h,a
2884,p,8.52,x,d,o,f,a,,o,12.17,20.32,r,,y,,,t,r,n,d,a
2885,e,12.3,f,,w,f,d,c,y,2.49,14.91,,,w,,,f,f,,d,w
2886,p,3.26,x,y,n,f,a,,w,5.98,3.62,,y,n,,,t,r,,g,u
2887,p,3.65,x,i,e,f,,d,e,5.39,5.39,,,e,,,f,f,,d,u
2888,p,3.48,s,w,n,t,d,c,n,3.63,5.92,,,n,,,f,f,,d,u
2889,e,8.9,p,,g,f,a,,w,7.62,14.66,,,w,,,f,f,,g,a
2890,p,1.78,b,g,o,f,,c,n,5.59,3.07,,,n,,,f,f,,m,s
2891,e,7.94,x,,n,f,a,,w,7.35,12.53,,,w,,,f,f,,d,u
2892,p,11.61,o,,e,f,f,f,f,2.98,24.76,,g,n,,,f,f,,d,s
2893,p,9.09,f,,w,f,x,c,w,10.66,11.94,r,i,w,,,f,f,,d,a
2894,e,11.05,x,y,e,f,,,w,5.88,22.66,b,,n,,w,t,e,,d,u
2895,e,8.3,x,t,y,f,p,,y,6.71,13.82,,,y,,y,t,,,d,a
2896,e,10.77,p,i,n,t,e,,p,9.26,19.17,,y,w,,,t,p,,l,a
2897,e,7.36,s,,n,f,d,c,w,6.04,8.56,,s,w,,,f,f,,h,u
2898,e,2.68,x,,n,f,x,c,w,7.64,7.08,b,,w,,w,t,,,d,u
2899,p,4.24,b,t,n,f,x,c,p,6.27,4.88,,i,n,,,f,f,,d,u
2900,e,9.66,x,s,n,f,e,c,p,6.65,9.73,,i,n,,,f,f,p,d,w
2901,p,0.79,x,g,p,f,a,,n,3.79,1.25,,h,k,,,f,f,,d,u
2902,e,7.05,x,t,n,f,e,,w,12.46,12.06,,s,n,u,w,f,f,,d,u
2903,e,2.27,x,,b,f,,d,w,5.69,4.43,,,w,,,f,f,,d,a
2904,p,4.93,b,k,n,f,a,c,y,5.78,5.57,,i,y,,,t,,,d,u
2905,e,8.23,x,,n,t,,,w,9.6,13.91,b,,w,u,w,t,g,,d,u
2906,p,16.3,x,t,k,t,d,c,w,5.22,25.27,,,r,,,f,f,,g,a
2907,e,5.21,x,l,w,f,d,,w,3.55,9.04,,,w,,,f,f,,g,a
2908,e,6.4,x,y,n,f,e,c,p,5.08,10.12,,y,n,,,f,f,,d,a
2909,e,3.77,x,,y,f,a,c,o,3.73,8.64,,,w,,,f,f,,d,u
2910,e,3.94,s,d,g,t,d,c,p,4.75,6.86,,,g,,,f,f,,d,a
2911,e,3.54,f,d,n,t,d,c,p,4.55,6.23,,,g,,,f,f,,d,a
2912,p,5.21,s,,e,t,d,c,p,5.36,6.69,,,e,,,f,f,,d,a
2913,p,4.94,x,t,o,f,a,c,y,6.11,8.16,,g,o,,,f,f,,g,u
2914,p,2.92,f,,w,f,a,c,n,3.55,3.64,,i,w,,,f,f,,p,a
2915,e,4.98,f,y,g,f,s,,y,4.23,7.22,,,w,,,f,f,,g,a
2916,p,6.82,x,t,n,f,s,,n,5.18,6.78,,y,n,,,f,f,,d,w
2917,p,2.46,f,,w,f,a,c,n,3.43,3.43,,i,w,,,f,f,,p,u
2918,p,7.84,b,y,w,f,,,p,13.96,16.65,,,w,,,f,f,,d,a
2919,p,6.66,x,g,n,f,e,,w,7.58,14.57,,y,w,u,w,t,p,,d,a
2920,e,3.9,f,h,n,f,,c,n,6.9,6.97,,s,w,,w,f,f,k,d,u
2921,p,1.48,x,k,n,f,,,n,3.9,1.45,,,n,,,f,f,,d,w
2922,e,8.59,o,,n,f,,,w,5.1,23.75,,,n,,,f,f,,d,a
2923,p,6.31,b,s,n,f,,,w,8.5,12.47,,s,w,,,t,z,,g,u
2924,e,3.36,b,g,w,f,x,d,w,4.91,3.41,,,y,,,f,f,,g,a
2925,p,6.1,s,t,p,t,d,c,p,5.54,9.84,,,p,,,t,f,,d,u
2926,p,8.01,x,y,y,f,a,c,n,10.26,11.53,,y,y,,,t,,,d,u
2927,e,53.44,o,y,y,f,p,,y,4.71,31.42,,k,k,,,f,f,,d,u
2928,e,12.47,x,e,l,f,x,c,w,8.78,23.21,,,w,,,f,f,,d,a
2929,e,12.05,x,e,y,f,x,c,w,7.93,24.27,,,w,,,f,f,,d,u
2930,e,5.06,c,,g,f,f,f,f,4.84,18.31,,,n,,,f,f,,d,s
2931,p,0.72,x,,o,f,d,,o,3.44,0.77,,,o,,,f,f,w,g,u
2932,p,2.04,p,t,n,f,a,c,g,6.68,2.45,,t,y,,,t,e,,m,a
2933,p,1.07,b,t,n,f,,c,k,3.53,2.57,,,n,,,t,f,,m,u
2934,e,3.25,b,g,w,f,x,d,w,6.33,2.66,,,y,,,f,f,,g,u
2935,p,4.18,b,h,n,f,,,n,10.18,6.0,,,w,,,t,,,g,a
2936,e,4.02,f,t,n,f,d,,o,5.61,6.87,,t,w,,,f,f,,d,u
2937,e,6.73,x,t,y,t,x,c,y,7.89,15.41,,,w,,,f,f,,d,u
2938,e,6.76,s,,n,f,,,w,2.71,16.07,,,n,,,f,f,,d,u
2939,e,9.64,s,,w,t,d,c,p,5.53,23.93,,,w,,,f,f,,d,u
2940,e,4.08,x,s,w,f,d,d,w,4.24,6.77,,,w,,,f,f,,m,a
2941,p,1.63,x,g,y,f,d,d,n,2.1,2.58,,s,n,,,f,f,,d,u
2942,e,6.65,x,h,y,t,x,c,y,7.07,15.48,,,w,,,f,f,,d,a
2943,p,9.47,x,,u,t,x,,u,9.45,20.5,s,,n,,u,f,f,,d,a
2944,p,5.02,c,h,y,t,x,c,y,5.26,11.58,,,w,,,f,f,,g,a
2945,p,6.87,x,w,p,f,s,c,p,4.55,9.99,,,p,,,f,f,,d,w
2946,e,9.04,f,,n,f,s,c,p,8.12,23.65,b,,u,,,f,f,,d,a
2947,e,10.44,f,,u,f,s,c,b,5.92,19.31,,,u,,,f,f,,l,a
2948,e,8.02,f,h,n,f,s,,y,8.28,11.89,,t,o,,,f,f,,d,a
2949,p,7.88,f,h,e,f,x,d,w,5.87,17.29,b,,w,,,f,f,,d,u
2950,e,3.04,x,s,p,f,a,c,o,4.28,6.09,,,e,,,f,f,,g,u
2951,e,6.93,f,s,n,f,x,c,w,7.28,11.57,,s,n,,,f,f,,l,w
2952,p,7.59,p,y,w,f,,,p,20.41,17.98,,,w,,,f,f,,d,a
2953,p,6.96,f,h,e,f,x,d,w,5.26,16.68,b,,w,,,f,f,,d,a
2954,p,0.55,x,g,y,f,a,,y,3.41,0.72,,,w,,,f,f,,d,u
2955,e,5.85,f,s,w,f,e,c,p,5.09,12.14,,,w,,w,t,e,,g,u
2956,p,6.37,x,t,n,f,s,,g,4.92,6.84,,y,n,,,f,f,,d,w
2957,p,11.74,x,i,y,f,a,,o,10.6,25.12,r,,o,,,t,r,n,d,a
2958,p,1.61,b,g,n,f,,c,n,6.47,3.07,,,n,,,f,f,,m,a
2959,e,6.35,s,,n,f,d,c,w,5.25,7.93,,s,w,,,f,f,,h,u
2960,e,14.33,f,s,w,t,e,,n,9.24,16.64,s,,w,,,t,r,,m,u
2961,p,1.48,b,h,n,f,a,,n,4.39,1.46,,t,n,,,f,f,,d,a
2962,p,2.28,x,g,e,f,a,,p,6.78,2.54,,,n,,,f,f,,d,a
2963,p,2.1,c,,w,f,a,c,w,3.28,3.43,,i,u,,,f,f,,d,u
2964,e,6.78,x,y,n,f,e,c,w,5.16,10.03,,y,w,,,f,f,,d,a
2965,e,8.67,x,e,l,f,x,c,w,6.23,19.49,,,w,,,f,f,,d,a
2966,e,6.82,s,l,w,f,d,,p,3.43,8.12,,,w,,,f,f,,d,a
2967,p,3.48,s,w,n,t,d,c,n,3.7,6.09,,,n,,,f,f,,d,a
2968,e,14.02,p,s,w,t,e,,g,10.39,18.0,s,,w,,,t,r,,m,w
2969,p,5.52,o,y,y,f,p,,y,2.95,8.48,,k,n,,,f,f,,d,w
2970,p,6.12,s,d,o,f,d,c,o,3.91,6.43,,,o,,,f,f,,d,a
2971,p,3.65,x,h,o,f,a,c,n,5.03,7.05,,y,o,,,t,z,,d,a
2972,p,10.05,s,,y,t,d,,o,5.57,13.46,,,w,,,t,f,,d,u
2973,e,2.87,x,s,w,f,d,d,w,2.87,5.9,,,w,,,f,f,,m,a
2974,e,8.58,x,h,n,f,p,d,y,7.13,13.3,,s,n,,,f,f,,h,a
2975,e,8.28,s,d,o,f,s,,b,7.34,12.99,,,w,,,f,f,,d,a
2976,p,2.58,s,w,o,t,d,c,y,3.13,5.43,,,n,,,f,f,,d,a
2977,p,5.18,x,s,o,f,e,,g,7.16,8.57,,,o,,,f,f,,m,a
2978,p,4.43,c,i,y,f,,c,r,6.02,6.78,,,w,,,f,f,,d,u
2979,p,10.44,x,e,n,f,a,,n,12.3,16.61,,,n,,,f,f,,h,a
2980,e,10.55,x,h,n,t,p,,n,9.23,18.23,,,n,,w,t,p,,d,a
2981,e,6.18,x,h,y,t,x,c,y,7.42,14.28,,,w,,,f,f,,d,u
2982,e,1.07,p,g,n,f,,,g,4.46,1.33,,,w,,,f,f,,d,s
2983,p,7.99,x,,g,t,x,,n,9.25,18.17,s,,u,,u,f,f,,d,a
2984,e,6.32,x,t,n,f,a,d,n,6.83,5.05,,t,g,,,t,l,,d,w
2985,e,7.43,x,s,u,f,a,c,w,4.6,13.43,,,w,,,f,f,,d,a
2986,p,2.8,b,h,n,f,,,k,11.14,6.43,,,w,,,t,,k,g,u
2987,p,5.06,c,i,y,f,,c,r,6.9,7.67,,,w,,,f,f,,g,u
2988,p,4.42,f,l,y,f,x,d,y,5.88,4.86,,,n,,,f,f,,l,u
2989,e,7.45,x,y,n,f,e,c,w,4.45,10.28,,y,n,,,f,f,,d,a
2990,e,15.66,s,s,k,f,a,d,k,6.18,20.58,,,w,,,f,f,w,d,a
2991,e,10.52,x,t,o,t,p,,n,7.09,17.61,,,n,,w,t,p,,d,a
2992,p,4.29,b,t,n,f,x,c,p,7.39,5.06,,i,n,,,f,f,,d,a
2993,e,17.02,f,s,w,f,a,d,k,7.9,24.16,,,w,,,f,f,w,d,s
2994,p,2.65,b,w,p,f,a,,r,4.79,5.71,,t,y,,,f,f,,m,a
2995,p,14.26,s,s,n,f,d,c,y,5.33,30.97,,k,k,,,f,f,,d,u
2996,e,9.11,x,t,n,f,p,d,y,6.09,13.37,,s,n,,,f,f,,h,u
2997,p,8.23,f,y,u,f,s,c,y,6.6,18.22,,y,y,,,f,f,,d,a
2998,e,0.87,p,g,g,f,,,g,2.68,1.58,,,w,,,f,f,,d,w
2999,p,3.28,o,,k,f,f,f,f,4.01,12.26,,g,g,,,f,f,,d,u
3000,e,3.31,x,d,n,f,p,,n,4.21,9.55,,,n,,,f,f,,d,a
3001,e,1.29,c,g,n,f,a,,g,4.71,1.38,,,g,,,f,f,,l,u
3002,e,6.93,x,t,n,f,a,d,n,6.67,6.49,,t,w,,,t,l,,d,a
3003,p,3.7,x,y,n,f,a,,w,5.88,3.62,,y,n,,,t,r,,d,u
3004,e,4.48,f,y,n,f,s,,w,4.61,7.17,,,w,,,f,f,,d,a
3005,p,7.18,x,h,e,f,x,d,w,6.96,17.23,b,,w,,,f,f,,d,a
3006,e,5.0,x,t,n,f,a,d,y,6.11,6.04,,k,o,,,f,f,,d,a
3007,e,6.09,x,,y,f,e,,w,5.84,12.47,b,,y,u,y,t,g,,d,a
3008,p,9.34,f,t,n,t,d,c,n,6.24,16.4,,,n,,,f,f,,h,u
3009,p,8.65,p,y,w,f,,,p,15.76,17.7,,,w,,,f,f,,d,a
3010,e,12.1,s,,w,t,d,c,w,6.35,25.96,,,w,,,f,f,,d,u
3011,p,6.52,f,,g,f,d,c,y,5.24,9.42,b,,n,,,f,f,,l,w
3012,e,8.16,x,t,y,f,p,,y,6.69,14.44,,,y,,y,t,,,d,a
3013,e,7.78,o,,n,f,,,w,4.93,23.21,,,n,,,f,f,,d,a
3014,p,3.91,f,t,n,f,x,c,p,5.86,4.46,,i,g,,,f,f,,d,u
3015,e,9.3,x,g,n,t,p,,y,8.33,19.19,,,n,,w,t,p,,d,u
3016,p,2.19,f,t,y,f,,,n,7.12,3.65,,,n,,,f,f,,m,a
3017,e,5.76,x,t,n,f,a,d,n,6.34,5.0,,t,n,,,t,l,,d,w
3018,e,7.38,x,y,n,t,e,,p,8.67,14.75,,y,w,,,t,p,,d,a
3019,p,3.75,f,l,n,f,x,d,e,5.53,4.81,,,n,,,f,f,,d,u
3020,e,7.86,s,t,w,t,d,c,o,4.27,16.43,,,w,,,f,f,,d,a
3021,p,5.1,c,k,w,t,x,c,p,4.76,12.79,,,w,,,f,f,,g,s
3022,e,8.61,x,h,n,t,p,,y,6.93,15.61,,,n,,w,t,p,,d,u
3023,e,6.33,p,s,w,f,e,c,k,4.87,13.41,,,w,,w,t,e,,g,a
3024,e,4.66,f,s,n,f,x,c,w,5.32,8.98,,s,n,,,f,f,,l,a
3025,p,4.67,c,i,y,f,,c,n,6.28,7.22,,,w,,,f,f,,d,a
3026,e,52.09,o,y,y,f,p,,y,6.52,35.98,,k,k,,,f,f,,d,s
